English name,Score,Genres,Type,Aired,Producers,Studios,Rank,Popularity,Favorites,Scored By,Members,Weighted_Score,Aired_Year,Start Month,Season
Heaven's Lost Property Final - The Movie: Eternally My Master,6.73,"Comedy, Fantasy, Sci-Fi, Ecchi",Movie,"Apr 26, 2014",Nippon Columbia,Production IMS,5169.0,2036,249,40893.0,92089,59.24208413755424,2014,Apr,Spring
UNKNOWN,5.37,"Award Winning, Fantasy",Movie,"Mar 21, 1970",Mushi Production,UNKNOWN,11181.0,12966,1,413.0,904,14.726431820810543,1970,Mar,Spring
UNKNOWN,5.51,Adventure,OVA,"Sep 15, 1989 to Jul 25, 1991",UNKNOWN,J.C.Staff,10734.0,11610,1,351.0,1420,13.46260812581282,1989,Sep,Fall
UNKNOWN,5.42,Adventure,Special,"Jan 2, 1969",Mushi Production,UNKNOWN,11020.0,15473,0,112.0,441,2.772469536149848,1969,Jan,Winter
Polar Bear Cafe,7.9,"Comedy, Slice of Life",TV,"Apr 5, 2012 to Mar 28, 2013","TV Tokyo, Avex Entertainment",Pierrot,723.0,2050,927,22732.0,91554,55.29990409631545,2012,Apr,Spring
UNKNOWN,7.01,Comedy,Special,"Jan 27, 2012 to May 30, 2012",UNKNOWN,J.C.Staff,3961.0,4635,13,7030.0,19406,43.3587627815318,2012,Jan,Winter
UNKNOWN,5.46,"Action, Adventure, Sci-Fi",Movie,"Apr 15, 1989",Tsuburaya Productions,UNKNOWN,10912.0,11546,1,514.0,1454,16.899334644757033,1989,Apr,Spring
UNKNOWN,6.62,"Action, Romance, Sci-Fi",Movie,"Feb 9, 2013","Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System, Bandai Namco Entertainment",Bones,5759.0,5503,9,3587.0,12630,36.616717657662115,2013,Feb,Spring
One Piece Film Z,8.14,"Action, Adventure, Fantasy",Movie,"Dec 15, 2012",Shueisha,Toei Animation,416.0,844,601,168575.0,264996,74.0785888474354,2012,Dec,Winter
UNKNOWN,6.67,Sports,TV,"Apr 7, 2012 to Mar 30, 2013",UNKNOWN,"Tatsunoko Production, Dongwoo A&E",5460.0,6344,29,3702.0,8926,36.97760196617533,2012,Apr,Spring
UNKNOWN,5.09,Comedy,ONA,"Jan 13, 2012",UNKNOWN,UNKNOWN,11792.0,9958,9,1091.0,2519,23.19986358583381,2012,Jan,Winter
Coral of the Moon,6.15,Drama,Movie,"Dec 21, 2010",UNKNOWN,ufotable,8133.0,7618,7,1824.0,5618,29.691925437113877,2010,Dec,Winter
Victory Kickoff!!,7.2,Sports,TV,"Mar 26, 2012 to Feb 26, 2013","NHK, Nihon Ad Systems, NHK Enterprises",TYO Animations,3016.0,4047,132,11620.0,26300,48.24637650921899,2012,Mar,Spring
UNKNOWN,6.04,"Drama, Sci-Fi",Special,"Jul 24, 2007",UNKNOWN,Gonzo,8667.0,9123,1,1042.0,3373,24.35558525564055,2007,Jul,Summer
The Mystic Archives of Dantalian: Ibarahime,7.15,"Action, Mystery",OVA,"Aug 9, 2012","TV Tokyo, Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx",Gainax,3309.0,4420,12,10787.0,21523,47.49511355987316,2012,Aug,Fall
UNKNOWN,5.54,"Comedy, Drama, Romance, Sci-Fi",OVA,"Dec 12, 2004",UNKNOWN,Radix,10628.0,11753,2,418.0,1349,15.12519139832868,2004,Dec,Winter
tsuritama,7.66,"Comedy, Sci-Fi, Slice of Life",TV,"Apr 13, 2012 to Jun 29, 2012","Aniplex, Dentsu, Fuji TV, Sakura Create",A-1 Pictures,1236.0,1320,2264,59019.0,165566,63.825511756105385,2012,Apr,Spring
UNKNOWN,6.43,"Action, Sci-Fi",Special,"Dec 21, 2000 to Jun 25, 2001","Bandai Visual, Bee Media, Dynamic Planning",UNKNOWN,6739.0,11763,0,498.0,1343,18.116985898600724,2000,Dec,Winter
Daily Lives of High School Boys Specials,7.83,Comedy,Special,"Apr 3, 2012 to Sep 4, 2012",UNKNOWN,Sunrise,857.0,1565,184,72284.0,132837,65.90044954539242,2012,Apr,Spring
UNKNOWN,5.43,"Adventure, Sci-Fi",Movie,"Jul 14, 1987",UNKNOWN,Gallop,11013.0,15061,1,143.0,486,5.042594317831152,1987,Jul,Summer
UNKNOWN,6.24,Drama,OVA,"Nov 8, 1991",UNKNOWN,"OB Planning, Grouper Productions",7704.0,11924,0,440.0,1262,16.697013059753182,1991,Nov,Winter
UNKNOWN,5.69,"Fantasy, Supernatural",ONA,"Feb 2, 2012 to Mar 1, 2012",UNKNOWN,UNKNOWN,10121.0,8837,1,1851.0,3718,29.109763402253915,2012,Feb,Spring
Daisy: A Hen into the Wild,7.32,"Adventure, Drama, Fantasy",Movie,"Jul 28, 2011","MK Pictures, Myung Films",Odolttogi,2431.0,8623,18,1612.0,4054,30.15917033581918,2011,Jul,Summer
UNKNOWN,6.4,"Comedy, Slice of Life",Special,"Jan 27, 2012","DAX Production, Takeshobo",Seven,6853.0,8366,0,2269.0,4449,32.07566102038557,2012,Jan,Winter
UNKNOWN,6.26,"Action, Adventure, Fantasy, Sci-Fi",TV,"Apr 1, 2012 to Mar 30, 2014","Dentsu, TV Asahi",Toei Animation,7602.0,2967,130,23903.0,47902,53.61505442767761,2012,Apr,Spring
UNKNOWN,5.32,"Action, Sci-Fi",TV,"Jan 7, 1998 to Apr 1, 1998","BeSTACK, d-rights",Studio Deen,11301.0,11672,2,257.0,1386,10.262038836919139,1998,Jan,Winter
UNKNOWN,6.86,Fantasy,TV,"Apr 7, 2012 to Mar 30, 2013","TV Tokyo, Sotsu, Sanrio",Studio Comet,4585.0,8545,16,1235.0,4167,27.1000091349638,2012,Apr,Spring
UNKNOWN,6.06,Fantasy,Movie,"Aug 11, 2012","Sotsu, TV Osaka, Sanrio, FuRyu",Studio Comet,8557.0,11330,5,317.0,1568,13.400406401956005,2012,Aug,Fall
La storia della Arcana Famiglia,6.26,"Action, Fantasy, Romance",TV,"Jul 1, 2012 to Sep 16, 2012","Frontier Works, Movic, Warner Bros. Japan, Showgate",J.C.Staff,7573.0,1112,355,96875.0,202135,66.53796656171349,2012,Jul,Summer
Naruto Spin-Off: Rock Lee & His Ninja Pals,7.16,"Action, Comedy",TV,"Apr 3, 2012 to Mar 26, 2013","TV Tokyo, Shueisha",Pierrot,3258.0,2010,298,47250.0,94050,61.14834825710093,2012,Apr,Spring
UNKNOWN,6.28,"Comedy, Sci-Fi",Special,"May 25, 2011 to Oct 26, 2011",UNKNOWN,Shaft,7472.0,9481,1,696.0,2999,20.989492081121263,2011,May,Summer
UNKNOWN,6.59,"Adventure, Drama",TV,"Apr 4, 2012 to Sep 26, 2012","Bandai Visual, Dentsu, TV Osaka, MediaNet, AT-X, Duckbill Entertainment, Baku Enterprise",Sparky Animation,5865.0,9815,7,799.0,2639,22.708552756356386,2012,Apr,Spring
UNKNOWN,5.31,Action,ONA,"Dec 17, 2011",UNKNOWN,OLM,11318.0,15118,0,128.0,477,3.8146009377063916,2011,Dec,Winter
UNKNOWN,6.4,Adventure,OVA,"Apr 1, 1991",Tezuka Productions,Madhouse,6884.0,12141,3,362.0,1174,15.12949531294847,1991,Apr,Spring
UNKNOWN,7.2,"Comedy, Horror, Romance, Supernatural, Ecchi",OVA,"Jun 8, 2012 to Nov 9, 2012","Lantis, Pony Canyon, TBS, Kodansha, BS-TBS",Studio Deen,3048.0,1841,51,59380.0,108075,63.30992238158066,2012,Jun,Summer
UNKNOWN,7.1,Sports,Special,"Aug 26, 2011 to Oct 26, 2011",M.S.C,Production I.G,3514.0,8165,2,1772.0,4785,30.751218028449216,2011,Aug,Fall
Mysterious Girlfriend X: A Mysterious Summer Festival,7.28,"Mystery, Romance, Ecchi",OVA,"Aug 23, 2012",UNKNOWN,Hoods Entertainment,2639.0,3171,82,23653.0,42604,54.911912449283534,2012,Aug,Fall
Hakuoki: Demon of the Fleeting Blossom - Dawn of the Shinsengumi,7.43,"Action, Drama, Supernatural",TV,"Jul 10, 2012 to Sep 25, 2012",UNKNOWN,Studio Deen,1959.0,2727,138,21857.0,56645,54.37101505754975,2012,Jul,Summer
Hakuoki ~Demon of the Fleeting Blossom~ Wild Dance of Kyoto,7.6,"Action, Drama, Supernatural",Movie,"Aug 24, 2013","Geneon Universal Entertainment, Frontier Works, KlockWorx",Studio Deen,1391.0,3907,78,9110.0,28354,46.49841606192799,2013,Aug,Fall
Hakuoki ~Demon of the Fleeting Blossom~ Warrior Spirit of the Blue Sky,7.7,"Action, Drama, Supernatural",Movie,"Mar 8, 2014",UNKNOWN,Studio Deen,1147.0,4415,66,6954.0,21594,44.12533322255411,2014,Mar,Spring
From the New World,8.28,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Suspense",TV,"Sep 29, 2012 to Mar 23, 2013","Aniplex, TV Asahi, Pony Canyon",A-1 Pictures,260.0,237,21778,270426.0,755992,78.60046187857155,2012,Sep,Fall
UNKNOWN,6.43,Comedy,TV,"Apr 3, 2012 to Sep 18, 2012",Fanworks,NHK,6741.0,6882,7,2757.0,7250,33.917653822860146,2012,Apr,Spring
UNKNOWN,5.69,Comedy,TV,"Apr 1, 2012 to Sep 23, 2012","DAX Production, Takeshobo, Dream Creation",Hotline,10122.0,6149,10,3578.0,9596,35.19561327793028,2012,Apr,Spring
UNKNOWN,5.87,Action,TV,"Apr 7, 2012 to Mar 30, 2013",Shogakukan Music & Digital Entertainment,UNKNOWN,9393.0,8434,4,2016.0,4349,30.185800568446904,2012,Apr,Spring
Cardfight!! Vanguard Asia Circuit,6.78,Action,TV,"Apr 8, 2012 to Jan 2, 2013","TV Tokyo, Dentsu, Sotsu, Bushiroad",TMS Entertainment,4919.0,4173,36,13605.0,24586,49.14770867352605,2012,Apr,Spring
Here Comes the Black Witch!!,6.58,"Comedy, Slice of Life",TV,"Apr 4, 2012 to Feb 19, 2014",NHK,Shin-Ei Animation,5911.0,6254,10,2531.0,9231,33.34082088100058,2012,Apr,Spring
Aesthetica of a Rogue Hero,6.74,"Action, Fantasy, Ecchi",TV,"Jul 6, 2012 to Sep 21, 2012","Genco, Lantis, Media Factory, AT-X, Showgate",Arms,5127.0,516,1166,214104.0,411139,74.54355496531622,2012,Jul,Summer
Folktales from Japan,6.89,Supernatural,TV,"Apr 1, 2012 to Mar 26, 2017","TV Tokyo, Sony Music Entertainment, Peter Pan Creation",Tomason,4427.0,5877,25,2702.0,10684,34.3696189007891,2012,Apr,Spring
UNKNOWN,6.41,"Adventure, Comedy, Fantasy",Special,"Mar 5, 2012",UNKNOWN,Telecom Animation Film,6811.0,6390,7,4824.0,8705,39.05501496048893,2012,Mar,Spring
Li'l Spider Girl,7.04,"Comedy, Supernatural",Special,"Mar 12, 2012",UNKNOWN,Production I.G,3793.0,3446,57,16843.0,36863,51.466742424846316,2012,Mar,Spring
UNKNOWN,6.62,"Fantasy, Slice of Life",Special,"Mar 19, 2012",UNKNOWN,The Answer Studio,5725.0,7597,5,2907.0,5650,34.67576115411796,2012,Mar,Spring
UNKNOWN,6.25,Drama,Special,"Mar 20, 2012",UNKNOWN,Shirogumi,7627.0,8184,0,2400.0,4751,32.37495950505536,2012,Mar,Spring
Little Charo,6.15,Slice of Life,TV,"Apr 2, 2008 to Mar 25, 2009",NHK,Spooky graphic,8111.0,13992,0,149.0,655,6.570154021213394,2008,Apr,Spring
UNKNOWN,7.01,"Action, Fantasy, Supernatural",Special,"Mar 25, 2012 to Apr 1, 2012","Aniplex, Nitroplus",ufotable,3938.0,4159,10,7996.0,24793,44.547728979243736,2012,Mar,Spring
Monsuno: World Master,6.42,"Action, Adventure",TV,"Oct 3, 2012 to Sep 25, 2013","TV Tokyo, Dentsu, Dentsu Tec",Larx Entertainment,6767.0,6438,39,3623.0,8551,36.425653833263254,2012,Oct,Fall
Monster Rancher (2000),6.73,"Action, Adventure, Comedy, Fantasy",TV,"Apr 1, 2000 to Sep 30, 2000",UNKNOWN,TMS Entertainment,5158.0,4882,18,8454.0,17075,44.6856509194202,2000,Apr,Spring
Lupin the Third: The Woman Called Fujiko Mine,7.77,"Action, Adventure, Award Winning, Comedy, Ecchi",TV,"Apr 5, 2012 to Jun 28, 2012","Tohokushinsha Film Corporation, Po10tial, Nippon Television Network",TMS Entertainment,986.0,2614,475,23022.0,61144,55.263742463095625,2012,Apr,Spring
UNKNOWN,5.48,Comedy,TV,"Jan 22, 2012 to Mar 18, 2012",UNKNOWN,UNKNOWN,10839.0,14481,0,147.0,564,5.381570787429035,2012,Jan,Winter
The Life of Budori Gusuko,6.24,"Award Winning, Drama, Fantasy, Slice of Life",Movie,"Jul 7, 2012","Bandai Visual, Dentsu, Asahi Shimbun, BS11, Visual Vision, Rironsha, Media Do, Studio Elle, BS NTV",Tezuka Productions,7674.0,7322,10,2034.0,6230,30.8322985498208,2012,Jul,Summer
Beyblade: Shogun Steel,6.02,"Adventure, Sports",TV,"Apr 8, 2012 to Dec 23, 2012","TV Tokyo, d-rights",SynergySP,8755.0,5199,15,7749.0,14409,42.852043974986984,2012,Apr,Spring
Mass Effect: Paragon Lost,6.27,"Action, Adventure, Sci-Fi",Movie,"Nov 29, 2012",UNKNOWN,Production I.G,7549.0,6345,14,4704.0,8899,38.61848410359384,2012,Nov,Winter
The Prince of Tennis II Specials,7.49,"Comedy, Sports",Special,"Apr 20, 2012 to Apr 24, 2013",Nihon Ad Systems,"Production I.G, M.S.C",1759.0,5632,14,4837.0,11879,40.517727295773675,2012,Apr,Spring
UNKNOWN,6.65,"Adventure, Comedy",Special,"Mar 28, 2012",Tokyo Movie Shinsha,UNKNOWN,5598.0,8669,0,1473.0,3977,28.440157248209324,2012,Mar,Spring
UNKNOWN,5.53,"Adventure, Comedy",Special,"Mar 28, 2012",UNKNOWN,TMS Entertainment,10667.0,8832,0,1169.0,3727,24.60294446129526,2012,Mar,Spring
Kid Icarus: Uprising,6.33,"Adventure, Comedy, Fantasy",ONA,"Mar 13, 2012 to Mar 19, 2012",UNKNOWN,"Production I.G, Studio 4°C, Shaft",7234.0,8463,3,1976.0,4310,30.697396101819482,2012,Mar,Spring
UNKNOWN,5.71,Adventure,ONA,"Jan 27, 2012",UNKNOWN,Studio 4°C,10047.0,12748,0,472.0,967,16.52571184151919,2012,Jan,Winter
UNKNOWN,7.23,Sports,TV,"Apr 18, 2012 to May 1, 2013",UNKNOWN,OLM,2881.0,2741,348,33736.0,56045,58.12720872200247,2012,Apr,Spring
Fate/Zero: Please! Einzbern Counseling Room,6.65,Comedy,Special,"Mar 7, 2012 to Sep 19, 2012",Aniplex,ufotable,5586.0,3417,15,16465.0,37262,50.730853688186755,2012,Mar,Spring
The Squid Girl OVA,7.47,"Comedy, Slice of Life",OVA,"Aug 8, 2012 to Sep 8, 2014","Lantis, Glovision",Diomedéa,1821.0,3999,16,13028.0,26857,49.64250244247462,2012,Aug,Fall
Hunter x Hunter: Phantom Rouge,7.27,"Action, Adventure, Fantasy",Movie,"Jan 12, 2013","VAP, Nippon Television Network, TOHO animation, Shueisha, Hiroshima Television",Madhouse,2705.0,1170,285,109424.0,190059,69.04407375096008,2013,Jan,Winter
UNKNOWN,6.4,Slice of Life,OVA,"Aug 5, 2012 to Oct 7, 2012","Dentsu, TYO",TYO Animations,6859.0,4969,19,5879.0,16307,40.86697852377452,2012,Aug,Fall
Galaxy Angel Specials,6.78,"Comedy, Sci-Fi",Special,"Jan 25, 2002",Broccoli,Madhouse,4928.0,10089,1,989.0,2411,24.940688981035862,2002,Jan,Winter
UNKNOWN,5.45,"Comedy, Drama, Mystery, Romance, Slice of Life",OVA,"Jul 22, 1992",Youmex,Ashi Productions,10932.0,12685,0,299.0,984,11.88170225417868,1992,Jul,Summer
UNKNOWN,5.8,"Action, Adventure",TV,"Jun 7, 1964 to Aug 31, 1965",UNKNOWN,Toei Animation,9690.0,12406,6,197.0,1072,8.605881288541848,1964,Jun,Summer
Twinkling Stars,5.78,Fantasy,Special,"Aug 19, 2011","Lantis, Animation Do",Kyoto Animation,9771.0,8312,0,2390.0,4553,31.614519948291314,2011,Aug,Fall
Jormungand Season 2: Perfect Order,7.9,"Action, Adventure",TV,"Oct 10, 2012 to Dec 26, 2012","Geneon Universal Entertainment, Shogakukan-Shueisha Productions",White Fox,737.0,1190,717,101201.0,185208,69.09010653342884,2012,Oct,Fall
Tari Tari,7.29,Slice of Life,TV,"Jul 1, 2012 to Sep 23, 2012","Bandai Visual, Dentsu, Sotsu, Lantis, Pony Canyon, Showgate, Good Smile Company, Infinite",P.A. Works,2590.0,1370,541,57094.0,158315,63.06210597260609,2012,Jul,Summer
Fusé: Memoirs of a Huntress,7.31,"Action, Drama, Supernatural",Movie,"Oct 20, 2012","TV Tokyo, Sotsu, MediaNet, Kids Station, Nippon Columbia, Asmik Ace, Q-Tec, Tokyo Theatres, Bungeishunjuu, Toppan Printing, Keisei Electric Railway, TMS Music",TMS Entertainment,2475.0,3612,121,12324.0,33097,48.929567350464374,2012,Oct,Fall
Utakoi,7.44,"Comedy, Romance",TV,"Jul 3, 2012 to Sep 25, 2012","TV Tokyo, Aniplex, Nihon Ad Systems, DAX Production",TYO Animations,1899.0,3881,117,8417.0,28696,45.57131468337573,2012,Jul,Summer
UNKNOWN,7.27,"Comedy, Romance, Ecchi",Special,"Mar 21, 2012 to Aug 29, 2012","Genco, Lantis",TNK,2702.0,1105,391,119307.0,202929,69.84258009825805,2012,Mar,Spring
UNKNOWN,5.03,"Adventure, Sci-Fi",Movie,"Jan 12, 1980",Sunwoo Entertainment,UNKNOWN,11907.0,15542,0,128.0,436,3.315104691793676,1980,Jan,Winter
NAKAIMO - My Little Sister Is Among Them!,6.51,"Comedy, Mystery, Romance, Ecchi",TV,"Jul 6, 2012 to Sep 28, 2012","Lantis, TBS, DAX Production",Studio Gokumi,6324.0,1087,252,98355.0,206559,67.03959602154904,2012,Jul,Summer
Flower,5.73,Slice of Life,Special,Jun 2010,UNKNOWN,Kyoto Animation,9963.0,8166,0,2586.0,4784,32.26209908623617,2010,Jun,Summer
Sky,5.57,Slice of Life,Special,Jul 2010,UNKNOWN,Kyoto Animation,10557.0,8385,0,2339.0,4418,31.073615476297803,2010,Jul,Summer
Recorder and Randsell Re,6.82,"Comedy, Slice of Life",TV,"Apr 4, 2012 to Jun 27, 2012",Takeshobo,Seven,4748.0,3845,7,16879.0,29484,51.193277247179935,2012,Apr,Spring
Expelled from Paradise,7.3,"Action, Sci-Fi",Movie,"Nov 15, 2014","Toei Animation, Kinoshita Koumuten",Graphinica,2514.0,1957,303,44058.0,98376,60.68125493899637,2014,Nov,Winter
Inu X Boku Secret Service Episode 13,7.54,"Comedy, Supernatural",Special,"Sep 26, 2012",Aniplex,David Production,1600.0,2074,94,48271.0,90046,61.82330264225561,2012,Sep,Fall
UNKNOWN,7.21,"Comedy, Gourmet, Supernatural",TV,"Jul 6, 2012 to Sep 14, 2012","Aniplex, Dentsu, Kodansha, Fuji TV","Telecom Animation Film, Shirogumi",2962.0,4156,17,12678.0,24808,49.06388487693179,2012,Jul,Summer
Guilty Crown: Lost Christmas,6.88,"Action, Drama, Sci-Fi",OVA,"Jul 26, 2012",Nitroplus,Production I.G,4497.0,1981,67,50900.0,96570,61.46711341508143,2012,Jul,Summer
UNKNOWN,4.95,Adventure,Movie,Mar 2003,Digital Frontier,UNKNOWN,12020.0,15496,1,200.0,439,7.283294564531191,2003,Mar,Spring
PES: Peace Eco Smiles,5.53,Slice of Life,ONA,"May 25, 2012 to Aug 17, 2012",UNKNOWN,Studio 4°C,10675.0,8865,0,1836.0,3677,28.77126601090981,2012,May,Summer
Patema Inverted: Beginning of the Day,7.34,Sci-Fi,Special,"Feb 26, 2012 to Aug 25, 2012",Asmik Ace,"Studio Rikka, Purple Cow Studio Japan",2346.0,3903,22,11742.0,28423,48.52065925357002,2012,Feb,Spring
UNKNOWN,5.82,Comedy,TV,"Apr 6, 2012 to Feb 15, 2013",UNKNOWN,DLE,9607.0,14275,1,136.0,602,5.2194074323594135,2012,Apr,Spring
UNKNOWN,4.8,Comedy,Special,"Mar 14, 2012",UNKNOWN,UNKNOWN,12193.0,14984,0,153.0,493,4.528635520437309,2012,Mar,Spring
The Mystical Laws,5.05,"Adventure, Supernatural",Movie,"Oct 6, 2012","Half H.P Studio, Nikkatsu",HS Pictures Studio,11871.0,10723,1,606.0,1968,17.698736480453054,2012,Oct,Fall
UNKNOWN,4.76,Fantasy,OVA,"Jul 9, 1991",Gakken,Kyoto Animation,12252.0,11400,0,759.0,1524,19.231033126522536,1991,Jul,Summer
UNKNOWN,6.31,Sports,OVA,"Nov 21, 1994 to Apr 25, 1995",UNKNOWN,Sunrise,7331.0,14813,1,130.0,517,5.5488095502328685,1994,Nov,Winter
Hyouka: What Should Be Had,7.35,"Mystery, Slice of Life",OVA,"Jul 8, 2012",UNKNOWN,Kyoto Animation,2275.0,1208,150,110416.0,182562,69.22847620189451,2012,Jul,Summer
Space Brothers: Apo's Dream,5.34,"Comedy, Sci-Fi",OVA,"Mar 23, 2012",Milky Cartoon,UNKNOWN,11267.0,8640,1,1426.0,4025,26.114997703085482,2012,Mar,Spring
Where Dreams Come True,6.06,Slice of Life,Special,"Mar 23, 2012",UNKNOWN,Production I.G,8581.0,11155,2,918.0,1679,23.216292309863125,2012,Mar,Spring
UNKNOWN,5.11,Comedy,ONA,"Dec 21, 2011",UNKNOWN,UNKNOWN,11759.0,14085,0,219.0,632,8.414060382996073,2011,Dec,Winter
Nanana's Buried Treasure,6.55,"Comedy, Supernatural",ONA,"Dec 26, 2011",UNKNOWN,A-1 Pictures,6070.0,5298,16,3642.0,13843,36.65906968892763,2011,Dec,Winter
UNKNOWN,5.01,Comedy,ONA,"Oct 21, 2009",UNKNOWN,UNKNOWN,11950.0,15447,0,197.0,443,7.255016583301043,2009,Oct,Fall
Good Luck Girl!,7.68,"Comedy, Supernatural",TV,"Jul 5, 2012 to Sep 27, 2012","TV Tokyo, Bandai Visual, Dentsu, Trinity Sound, Sony Music Entertainment, Studio Jack, Shueisha",Sunrise,1180.0,990,1200,109249.0,226296,69.5359289077212,2012,Jul,Summer
UNKNOWN,4.85,Fantasy,ONA,"Feb 1, 2012",UNKNOWN,UNKNOWN,12133.0,14487,0,220.0,563,7.974300221085958,2012,Feb,Spring
UNKNOWN,6.92,Comedy,Special,"Jan 25, 2012 to Nov 21, 2012","Aniplex, Studio Moriken",Production I.G,4316.0,4064,26,7909.0,26108,44.32737870986856,2012,Jan,Winter
UNKNOWN,6.07,Slice of Life,ONA,"Mar 28, 2012",UNKNOWN,P.A. Works,8521.0,10228,1,857.0,2303,22.596672255598104,2012,Mar,Spring
Natsuyuki Rendezvous,7.27,"Drama, Romance, Supernatural",TV,"Jul 6, 2012 to Sep 14, 2012","Dentsu, Fuji TV, Toho, Sony Music Entertainment, Shodensha",Doga Kobo,2662.0,2205,257,32536.0,81076,57.84369983930681,2012,Jul,Summer
UNKNOWN,7.48,"Adventure, Mystery, Sci-Fi, Supernatural",Special,"Aug 22, 2012",Aniplex,AIC ASTA,1769.0,3082,29,23482.0,44832,55.0951811379376,2012,Aug,Fall
Robotics;Notes,7.32,"Drama, Mystery, Sci-Fi",TV,"Oct 12, 2012 to Mar 22, 2013","Aniplex, Dentsu, Fuji TV, Nitroplus, Fujipacific Music, MAGES.",Production I.G,2438.0,1266,575,74392.0,174702,65.54393671164352,2012,Oct,Fall
Psycho-Pass,8.34,"Action, Mystery, Sci-Fi, Suspense",TV,"Oct 12, 2012 to Mar 22, 2013","Dentsu, Fuji TV, Nitroplus, Sony Music Entertainment, TOHO animation, Kyoraku Industrial Holdings",Production I.G,211.0,60,37749,757398.0,1568535,88.177685183019,2012,Oct,Fall
UNKNOWN,6.56,Comedy,Special,"Jan 31, 2012",UNKNOWN,Shaft,6050.0,7138,2,2236.0,6625,32.168387435555516,2012,Jan,Winter
Pendulum,7.47,"Drama, Romance",Special,"Mar 16, 2012",UNKNOWN,UNKNOWN,1801.0,4623,69,12696.0,19549,49.40412573213295,2012,Mar,Spring
Combustible,6.3,"Award Winning, Slice of Life",Movie,"Jun 4, 2012",UNKNOWN,Sunrise,7392.0,6614,3,3729.0,8044,36.51771078630929,2012,Jun,Summer
Little Busters!,7.48,"Comedy, Drama, Supernatural",TV,"Oct 6, 2012 to Apr 6, 2013","Warner Bros. Japan, Showgate",J.C.Staff,1765.0,789,1863,105932.0,285255,69.00753863725932,2012,Oct,Fall
Oreimo 2,6.92,"Comedy, Romance",TV,"Apr 7, 2013 to Jun 30, 2013",Aniplex,A-1 Pictures,4326.0,496,1195,258332.0,425658,76.52103111980965,2013,Apr,Spring
To LOVE Ru Darkness,7.43,"Comedy, Romance, Sci-Fi, Ecchi",TV,"Oct 6, 2012 to Dec 29, 2012","Geneon Universal Entertainment, Magic Capsule, Shueisha",Xebec,1944.0,604,2112,195279.0,359571,74.59372944639652,2012,Oct,Fall
Naruto Shippuden the Movie 6: Road to Ninja,7.68,"Action, Adventure, Fantasy",Movie,"Jul 28, 2012","TV Tokyo, Aniplex, Dentsu, Toho, Shueisha",Pierrot,1190.0,659,573,199906.0,331660,75.11558734760534,2012,Jul,Summer
UNKNOWN,5.05,"Action, Adventure, Fantasy, Sci-Fi",Special,"Apr 1, 2012",UNKNOWN,UNKNOWN,11868.0,8966,5,1090.0,3561,23.11855352780676,2012,Apr,Spring
UNKNOWN,6.75,Comedy,Special,"Apr 1, 2012",UNKNOWN,UNKNOWN,5063.0,3429,27,12889.0,37035,48.60751580033013,2012,Apr,Spring
Hamtaro Hai!,6.68,Adventure,TV,"Apr 5, 2006 to Mar 28, 2008",TV Tokyo,UNKNOWN,5419.0,7945,7,2046.0,5099,31.515787938319754,2006,Apr,Spring
UNKNOWN,6.09,"Comedy, Supernatural",Special,"Sep 21, 2011 to Mar 21, 2012",Akita Shoten,AIC PLUS+,8418.0,10984,1,465.0,1799,16.982539910818552,2011,Sep,Fall
UNKNOWN,5.87,Drama,Special,"Dec 10, 2008 to Mar 20, 2020",UNKNOWN,CoMix Wave Films,9385.0,8743,0,2114.0,3869,30.62409540974545,2008,Dec,Winter
UNKNOWN,5.24,"Action, Sci-Fi",OVA,"Oct 19, 2012",UNKNOWN,Tatsunoko Production,11500.0,13155,1,323.0,854,12.231615300915253,2012,Oct,Fall
Afro Samurai the Movie,7.54,"Action, Adventure",Movie,"Oct 27, 2007",UNKNOWN,Gonzo,1591.0,2553,141,33273.0,63842,58.387287838830275,2007,Oct,Fall
UNKNOWN,3.63,"Comedy, Ecchi",OVA,"Feb 21, 1992",Fuji TV,Animation 21,12646.0,9395,16,1694.0,3095,24.141187442426176,1992,Feb,Spring
Lagrange: The Flower of Rin-ne – Kamogawa Days,6.77,"Comedy, Sci-Fi, Slice of Life",OVA,"Jun 23, 2012","Production I.G, Bandai Visual, Yomiuri Telecasting, flying DOG",Xebec,5007.0,6248,3,3467.0,9246,36.509409475935776,2012,Jun,Summer
UNKNOWN,6.58,"Adventure, Drama, Romance, Sci-Fi",Special,"Apr 6, 2012",UNKNOWN,Bones,5908.0,6182,3,3469.0,9473,36.25187297008818,2012,Apr,Spring
Mashiroiro Symphony Picture Drama,6.43,"Drama, Romance",Special,"Feb 22, 2012 to May 23, 2012",UNKNOWN,Manglobe,6698.0,6034,4,3731.0,10075,36.71126845457229,2012,Feb,Spring
The Pet Girl of Sakurasou,8.08,"Drama, Romance",TV,"Oct 9, 2012 to Mar 26, 2013","Frontier Works, Genco, Media Factory, Animax, Mainichi Broadcasting System, ASCII Media Works, Sony Music Communications",J.C.Staff,483.0,102,26065,686956.0,1206053,86.98375363672976,2012,Oct,Fall
